0;1
1;2
2;1
3;2
4;1
5;2
6;1
7;2
8;1
9;1
10;1
11;1
12;2
13;2
14;1
15;2
16;1
17;1
18;1
19;1
20;1
21;2
22;2
23;1
24;2
25;1
26;1
27;1
28;1
29;1
30;1
31;2
32;1
33;1
34;1
35;2
36;1
37;2
38;2
39;1
40;2
41;1
42;1
43;1
44;2
45;2
46;1
47;1
48;1
49;1
50;1
51;1
52;2
53;2
54;2
55;1
56;2
57;2
58;1
59;2
60;2
61;2
62;1
63;2
64;1
65;2
66;1
67;1
68;2
69;2
70;2
71;1
72;2
73;2
74;1
75;1
76;2
77;1
78;2
79;2
80;1
81;1
82;1
83;2
84;1
85;2
86;2
87;1
88;2
89;2
90;2
91;1
92;2
93;2
94;1
95;2
96;1
97;1
98;1
99;1
100;1
101;2
102;1
103;2
104;1
105;2
106;2
107;1
108;2
109;1
110;1
111;1
112;1
113;1
114;1
115;1
116;1
117;1
118;2
119;1
120;1
121;2
122;1
123;2
124;1
125;1
126;2
127;1
128;2
129;1
130;1
131;2
132;1
133;2
134;2
135;1
136;1
137;2
138;2
139;1
140;2
141;1
142;1
143;2
144;1
145;1
146;1
147;2
148;2
149;1
150;1
151;1
152;1
153;1
154;2
155;2
156;1
157;1
158;2
159;1
160;1
161;2
162;1
163;2
164;1
165;1
166;1
167;2
168;2
169;1
170;2
171;1
172;2
173;2
174;1
175;2
176;1
177;1
178;1
179;1
180;2
181;1
182;2
183;2
184;2
185;2
186;1
187;1
188;1
189;1
190;1
191;2
192;1
193;2
194;1
195;1
196;1
197;1
198;1
199;2
200;1
201;1
202;1
203;1
204;1
205;1
206;1
207;2
208;1
209;2
210;2
211;1
212;2
213;1
214;1
215;1
216;1
217;1
218;1
219;1
220;1
221;1
222;1
223;1
224;1
225;1
226;1
227;1
228;1
229;1
230;2
231;2
232;1
233;2
234;1
235;1
236;2
237;1
238;1
239;1
240;1
241;2
242;1
243;1
244;2
245;1
246;1
247;1
248;1
249;2
250;1
251;1
252;1
253;1
254;1
255;1
256;1
257;1
258;2
259;2
260;1
261;1
262;1
263;1
264;2
265;1
266;1
267;1
268;2
269;1
270;1
271;2
272;2
273;1
274;2
275;2
276;1
277;2
278;1
279;1
280;2
281;1
282;1
283;1
284;2
285;2
286;1
287;2
288;1
289;1
290;2
291;1
292;1
293;1
294;2
295;1
296;1
297;2
298;1
299;2
300;1
301;2
302;1
303;1
304;1
305;1
306;1
307;1
308;1
309;2
310;2
311;2
312;1
313;1
314;1
315;1
316;1
317;2
318;1
319;2
320;1
321;1
322;1
323;2
324;2
325;1
326;1
327;1
328;1
329;1
330;1
331;1
332;1
333;1
334;1
335;2
336;2
337;1
338;1
339;1
340;1
341;1
342;1
343;1
344;1
345;1
346;1
347;1
348;1
349;1
350;1
351;2
352;1
353;1
354;1
355;1
356;1
357;2
358;1
359;1
360;1
361;1
362;1
363;1
364;2
365;1
366;1
367;1
368;1
369;1
370;1
371;2
372;2
373;1
374;2
375;1
376;1
377;1
378;1
379;2
380;1
381;1
382;1
383;1
384;2
385;2
386;1
387;1
388;2
389;1
390;1
391;1
392;1
393;1
394;1
395;1
396;2
397;1
398;2
399;2
400;1
401;1
402;1
403;1
404;1
405;2
406;2
407;2
408;2
409;2
410;2
411;1
412;1
413;1
414;1
415;1
416;1
417;1
418;1
419;1
420;1
421;1
422;2
423;2
424;1
425;2
426;1
427;1
428;1
429;1
430;2
431;1
432;1
433;1
434;2
435;2
436;1
437;1
438;1
439;1
440;1
441;2
442;2
443;1
444;1
445;2
446;1
447;1
448;1
449;1
450;1
451;1
452;1
453;1
454;2
455;2
456;1
457;1
458;1
459;1
460;2
461;1
462;1
463;2
464;2
465;1
466;1
467;2
468;1
469;1
470;1
471;2
472;1
473;1
474;2
475;2
476;1
477;1
478;1
479;1
480;2
481;1
482;2
483;1
484;1
485;1
486;1
487;2
488;1
489;1
490;1
491;1
